Repositories,,,,,,Classification,,,Xtext files,,,,,,,Ecore files,,,,MWE2 files,,,Textual Instances,,,
Owner Login,Repository Name,Repository URL,#Forks,#Stars,Timespan (Days),Type,Language type,Retrofitting,Exist?,Count,Aver. Commit,Timespan (Days),Proportion (%),Changed Row Count,Changed Rule Count,Exist?,Count,Aver. Commit,scenario,Exist?,Count,Aver. Commit,Exist?,Count,Aver. Commit,Comment
itemis,monaco-xtext,https://github.com/itemis/monaco-xtext,0,0,0,Experimental/Personal,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
xiaoyvr,xtext-demo,https://github.com/xiaoyvr/xtext-demo,0,0,0,Experimental/Personal,,,YES,1,5,0,0,28,7,NO,0,0,grammar-driven,YES,1,1,NO,0,0,
hmc-cs111-fall2015,picobot-XText,https://github.com/hmc-cs111-fall2015/picobot-XText,0,0,0,Training/Examples,,,YES,1,3,0,0,0,0,NO,0,0,grammar-driven,NO,0,0,NO,0,0,
yanntm,Xtext-Light,https://github.com/yanntm/Xtext-Light,0,0,0,Unrelated,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
quendimax,libXtextcursorchanger,https://github.com/quendimax/libXtextcursorchanger,0,0,0,Unrelated,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
Ikraminfo,GrammaireXtext,https://github.com/Ikraminfo/GrammaireXtext,0,0,0,Unrelated,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
nickeeyyoo,xtext_project,https://github.com/nickeeyyoo/xtext_project,0,1,23,Experimental/Personal,,,YES,1,2,7,30.43,7,2,YES,1,2,grammar-driven,YES,1,1,NO,0,0,
marinamygithub,xtext_project,https://github.com/marinamygithub/xtext_project,0,0,0,Experimental/Personal,,,YES,2,1,0,0,0,0,YES,1,1,grammar-driven,YES,2,1,YES,2,1,
lukashaertel,xtext-xgen,https://github.com/lukashaertel/xtext-xgen,1,1,117,Infrastructure,,,YES,4,3.75,117,100,5.25,1,YES,2,6.5,Both,YES,2,1.5,YES,2,1,
fmca,xtext-typesystem,https://github.com/fmca/xtext-typesystem,0,0,198,Experimental/Personal,,,YES,1,6,44,22.22,30,7,YES,1,7,metamodel-driven,YES,3,2,YES,8,2.38,
almazhou,xtext-demo,https://github.com/almazhou/xtext-demo,0,0,0,Experimental/Personal,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,YES,6,1,
Huluvu424242,xtext.example,https://github.com/Huluvu424242/xtext.example,0,0,1,Training/Examples,,,YES,1,3,0,0,31,8,YES,1,2,grammar-driven,YES,1,3,NO,0,0,
kiddochan,xtext-typesystem,https://github.com/kiddochan/xtext-typesystem,0,0,198,Experimental/Personal,,,YES,1,6,44,22.22,30,7,YES,1,7,metamodel-driven,YES,3,2,YES,8,2.38,
mmalohlava,ppXtext,https://github.com/mmalohlava/ppXtext,0,1,6,Infrastructure,,,YES,1,1,0,0,0,0,NO,0,0,grammar-driven,YES,2,1,NO,0,0,
ponta027,xtext_practice,https://github.com/ponta027/xtext_practice,0,0,0,Experimental/Personal,,,YES,1,1,0,0,0,0,YES,1,1,grammar-driven,YES,1,1,NO,0,0,
bhdrkn,Xtext-Examples,https://github.com/bhdrkn/Xtext-Examples,0,1,37,Experimental/Personal,,,YES,2,1.5,37,100,8,2,YES,2,1.5,metamodel-driven,YES,4,1.25,YES,3,1.33,
fatalerrortan,Xtext-examples,https://github.com/fatalerrortan/Xtext-examples,0,1,0,Training/Examples,,,YES,2,1,0,0,0,0,NO,0,0,grammar-driven,YES,2,1,NO,0,0,
gcr-nist,runtime-Xtext,https://github.com/gcr-nist/runtime-Xtext,0,0,0,Experimental/Personal,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
fBrx,language-xtext,https://github.com/fBrx/language-xtext,0,0,0,Infrastructure,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
ilya-klyuchnikov,sll-xtext,https://github.com/ilya-klyuchnikov/sll-xtext,0,0,0,Experimental/Personal,,,YES,1,1,0,0,0,0,YES,1,1,grammar-driven,YES,1,1,NO,0,0,
vonbolt,Xtext_test,https://github.com/vonbolt/Xtext_test,0,1,14,Experimental/Personal,,,YES,1,4,14,100,9,1,YES,1,2,grammar-driven,YES,1,1,NO,0,0,
rytina,xtext-typesystem,https://github.com/rytina/xtext-typesystem,0,0,198,Experimental/Personal,,,YES,1,6,44,22.22,30,7,YES,1,7,metamodel-driven,YES,3,2,YES,8,2.38,
philiber92,xtext-utils,https://github.com/philiber92/xtext-utils,0,0,0,Experimental/Personal,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,Manually downloaded
thomasfischl,xtext-workshop,https://github.com/thomasfischl/xtext-workshop,1,0,35,Experimental/Personal,,,YES,2,1.5,14,40,2,0.5,YES,1,1,grammar-driven,YES,1,1,YES,1,1,
jbadeau,ng-xtext,https://github.com/jbadeau/ng-xtext,0,0,0,Experimental/Personal,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
qxe35v,xtext_encoding_dsl,https://github.com/qxe35v/xtext_encoding_dsl,0,0,184,Language,Encoding,,YES,2,5,52,28.26,6,1,YES,2,1.5,Both,YES,2,2,NO,0,0,
szarnyasg,gradle-xtext,https://github.com/szarnyasg/gradle-xtext,0,0,0,Experimental/Personal,,,YES,1,1,0,0,0,0,NO,0,0,grammar-driven,YES,1,1,NO,0,0,
malbac,Xtend_Xtext,https://github.com/malbac/Xtend_Xtext,0,0,0,Experimental/Personal,,,YES,2,1,0,0,0,0,YES,1,1,grammar-driven,YES,2,1,NO,0,0,
gitpan,Convert-XText,https://github.com/gitpan/Convert-XText,0,0,0,Unrelated,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
rmemory,xtext_eclipse,https://github.com/rmemory/xtext_eclipse,0,0,0,Experimental/Personal,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
UnibgInfo3A,ebnfworkbench,https://github.com/UnibgInfo3A/ebnfworkbench,0,1,201,Language,EBNF,YES,YES,1,5,137,68.16,7,3,YES,1,3,grammar-driven,YES,1,1,YES,5,2.4,
lukashaertel,xtext-xtestgen,https://github.com/lukashaertel/xtext-xtestgen,0,0,81,Experimental/Personal,,,YES,1,1,0,0,0,0,YES,1,1,grammar-driven,YES,1,1,NO,0,0,
zhangyuanqiao,selenium-xtext,https://github.com/zhangyuanqiao/selenium-xtext,0,0,13,Experimental/Personal,,,YES,2,9,9,69.23,17,1,YES,1,9,grammar-driven,YES,2,1,NO,0,0,
cooked,modelica-xtext,https://github.com/cooked/modelica-xtext,0,0,0,Experimental/Personal,,,YES,1,1,0,0,0,0,YES,1,1,grammar-driven,YES,1,1,NO,0,0,
RobertWalter83,DialogScriptDSL,https://github.com/RobertWalter83/DialogScriptDSL,1,3,210,Language,interactive dialog,,YES,3,2.67,208,99.05,3.33,0.67,YES,2,3,metamodel-driven,YES,2,3,NO,0,0,
hamza-abed,JSEditorXtext,https://github.com/hamza-abed/JSEditorXtext,0,0,0,Experimental/Personal,,,YES,1,2,0,0,5,1,YES,1,1,grammar-driven,YES,1,1,NO,0,0,
nileshrege,El,https://github.com/nileshrege/El,0,0,229,Language,Code Managemenr,,YES,1,21,229,100,73,43,NO,0,0,grammar-driven,YES,1,1,NO,0,0,
kwanggy,xtext-sublime,https://github.com/kwanggy/xtext-sublime,0,0,0,Experimental/Personal,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,YES,1,1,NO,0,0,
thicket-lang,thicket-xtext,https://github.com/thicket-lang/thicket-xtext,0,0,0,Infrastructure,,,YES,1,1,0,0,0,0,YES,1,1,grammar-driven,YES,1,1,NO,0,0,
agentlab,xtext-web,https://github.com/agentlab/xtext-web,0,0,0,Experimental/Personal,,,YES,3,1,0,0,0,0,YES,3,1,grammar-driven,YES,3,1,YES,8,1,
test-editor,xtext-dropwizard,https://github.com/test-editor/xtext-dropwizard,0,1,844,Infrastructure,,,YES,1,2,172,20.38,0,0,NO,0,0,grammar-driven,YES,1,2,NO,0,0,
kecskesk,xtext-menetrend,https://github.com/kecskesk/xtext-menetrend,0,0,590,Experimental/Personal,,,YES,1,1,0,0,0,0,YES,1,1,grammar-driven,YES,1,1,YES,1,2,
ftrifin,xtext-utils,https://github.com/ftrifin/xtext-utils,0,0,0,Unrelated,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
scottopell,xtext_utils,https://github.com/scottopell/xtext_utils,0,0,0,Infrastructure,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
lukashaertel,xtext-fsml,https://github.com/lukashaertel/xtext-fsml,0,0,521,Experimental/Personal,,,YES,3,3,27,5.18,7,0,YES,2,3.5,grammar-driven,YES,3,1,NO,0,0,
fedorov-vk,apds_dsl,https://github.com/fedorov-vk/apds_dsl,0,0,236,Language,Control system project configuration,,YES,2,4,236,100,20,4.5,NO,0,0,grammar-driven,YES,2,2,NO,0,0,
Modaptix,xtext-utils,https://github.com/Modaptix/xtext-utils,0,0,0,Infrastructure,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
itemis,xtext-issues,https://github.com/itemis/xtext-issues,1,0,0,Training/Examples,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
holzem,xtext-lexertrace,https://github.com/holzem/xtext-lexertrace,0,0,39,Training/Examples,,,YES,1,1,0,0,0,0,YES,1,1,grammar-driven,YES,1,1,NO,0,0,
victorlacorte,Tcc,https://github.com/victorlacorte/Tcc,0,0,0,Experimental/Personal,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
limelanguage,lime-xtext,https://github.com/limelanguage/lime-xtext,0,0,0,Experimental/Personal,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
edgarmueller,xtext-recordmapper,https://github.com/edgarmueller/xtext-recordmapper,0,1,0,Experimental/Personal,,,YES,1,1,0,0,0,0,YES,1,1,metamodel-driven,YES,1,1,NO,0,0,
bsi-software,org.eclipse.scout.xtext,https://github.com/bsi-software/org.eclipse.scout.xtext,2,0,240,Language,Business Applications,,YES,1,45,175,72.92,282,-2,YES,1,37,metamodel-driven,YES,1,3,YES,7,4.14,
MatzeGIT,XText-maven,https://github.com/MatzeGIT/XText-maven,0,0,3,Experimental/Personal,,,YES,1,2,1,33.33,12,3,NO,0,0,grammar-driven,YES,1,1,NO,0,0,
tkurita,XText.scptd,https://github.com/tkurita/XText.scptd,0,1,0,Unrelated,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
coalae,telemed,https://github.com/coalae/telemed,0,1,272,Language,Telemedicine System,,YES,1,1,0,0,0,0,YES,2,1,Both,YES,1,1,YES,1,1,
dvdkruk,xtext-workshop,https://github.com/dvdkruk/xtext-workshop,0,0,172,Training/Examples,,,YES,1,1,0,0,0,0,NO,0,0,grammar-driven,YES,1,1,YES,6,1.17,
npalix,org.xtext.example.mde,https://github.com/npalix/org.xtext.example.mde,0,0,0,Training/Examples,,,YES,3,1,0,0,0,0,NO,0,0,grammar-driven,YES,1,1,NO,0,0,
logicfish,XActiv,https://github.com/logicfish/XActiv,0,0,43,Infrastructure,,,YES,1,1,0,0,0,0,YES,1,2,metamodel-driven,YES,1,1,NO,0,0,
kittaakos,webcalc,https://github.com/kittaakos/webcalc,1,1,60,Training/Examples,,,YES,1,2,57,95,10,4,NO,0,0,grammar-driven,YES,1,2,NO,0,0,
iensen,certware-l-editor,https://github.com/iensen/certware-l-editor,0,1,276,Language,CertWare L,YES,YES,3,1,0,0,0,0,YES,2,1,grammar-driven,YES,3,1,NO,0,0,
PAMunb,MetaCrySL,https://github.com/PAMunb/MetaCrySL,1,2,278,Language,Security,,YES,1,47,148,53.24,258,14,NO,0,0,grammar-driven,YES,1,4,YES,152,1.41,
vladimirkozhaev,casualintellect_new_wizard,https://github.com/vladimirkozhaev/casualintellect_new_wizard,0,0,22,Experimental/Personal,,,YES,1,1,0,0,0,0,YES,1,1,grammar-driven,YES,1,2,YES,1,1,
TinyScream,org.xtext.amodel,https://github.com/TinyScream/org.xtext.amodel,0,0,4,Experimental/Personal,,,YES,1,5,4,100,41,7,YES,1,1,grammar-driven,YES,1,1,NO,0,0,
M2TIIL2016-2017,SiteWeb_XText,https://github.com/M2TIIL2016-2017/SiteWeb_XText,0,0,7,Experimental/Personal,,,YES,2,1,0,0,0,0,YES,1,1,metamodel-driven,YES,2,1,YES,1,1,
schakko,hackcamp-xtext-automotivebus,https://github.com/schakko/hackcamp-xtext-automotivebus,0,0,0,Training/Examples,,,YES,1,1,0,0,0,0,YES,1,1,grammar-driven,YES,1,1,NO,0,0,
sfinnie,xtext.scoping.adventures,https://github.com/sfinnie/xtext.scoping.adventures,0,0,0,Training/Examples,,,YES,1,1,0,0,0,0,YES,1,1,grammar-driven,YES,1,1,NO,0,0,
smba,model-based-times,https://github.com/smba/model-based-times,0,0,292,Language,Generate Newspaper,,YES,1,32,60,20.55,135,6,YES,4,6,Both,YES,1,2,NO,0,0,
fuinorg,org.fuin.dsl.cqrs,https://github.com/fuinorg/org.fuin.dsl.cqrs,3,0,295,Language,CQRS,,YES,1,8,295,100,59,14,YES,1,6,grammar-driven,YES,1,1,YES,1,2,
schakko,xtext-bug-436688,https://github.com/schakko/xtext-bug-436688,1,0,0,Experimental/Personal,,,YES,1,1,0,0,0,0,YES,1,1,grammar-driven,YES,1,1,YES,1,1,
dhuebner,xtext-builddsl-tycho,https://github.com/dhuebner/xtext-builddsl-tycho,0,0,548,Training/Examples,,,YES,1,1,0,0,0,0,NO,0,0,grammar-driven,YES,1,1,YES,1,1,
matejsp,lwc13-xtext,https://github.com/matejsp/lwc13-xtext,0,0,75,Experimental/Personal,,,YES,2,7.5,59,78.67,34.5,5.5,NO,0,0,grammar-driven,YES,3,1,YES,6,4.17,
ftrifin,xtext-utils.uml,https://github.com/ftrifin/xtext-utils.uml,0,0,0,Unrelated,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
mbarbero,xtext-forms-integration,https://github.com/mbarbero/xtext-forms-integration,1,0,44,Experimental/Personal,,,YES,2,1,0,0,0,0,YES,3,1,metamodel-driven,YES,2,1,NO,0,0,
FForw4rd,xtext-restriction-framework,https://github.com/FForw4rd/xtext-restriction-framework,0,0,189,Experimental/Personal,,,YES,2,6.5,189,100,51,8,YES,1,1,metamodel-driven,YES,2,1,NO,0,0,
zrrk,xtext-utils.devenv,https://github.com/zrrk/xtext-utils.devenv,0,0,0,Experimental/Personal,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
ftrifin,xtext-utils.xtend,https://github.com/ftrifin/xtext-utils.xtend,0,0,0,Experimental/Personal,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
svenefftinge,xtext-jaxcon-example,https://github.com/svenefftinge/xtext-jaxcon-example,1,0,2,Training/Examples,,,YES,1,3,1,50,-5,-1,YES,1,3,grammar-driven,YES,1,2,YES,2,1,
LorenzoBettini,xtext-demo-laquila,https://github.com/LorenzoBettini/xtext-demo-laquila,1,0,1,Training/Examples,,,YES,1,4,0,0,8,2,YES,1,4,grammar-driven,YES,1,2,NO,0,0,
jakecobb,xtext-iris-datalog,https://github.com/jakecobb/xtext-iris-datalog,0,0,0,Infrastructure,,,YES,1,2,0,0,4,1,NO,0,0,grammar-driven,YES,1,1,NO,0,0,
graph-quilt,xtext-service-dsl,https://github.com/graph-quilt/xtext-service-dsl,2,10,296,Language,Services,,YES,1,1,0,0,0,0,NO,0,0,grammar-driven,YES,1,1,YES,7,1,
philiber92,xtext-utils.unittesting,https://github.com/philiber92/xtext-utils.unittesting,0,0,0,Experimental/Personal,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
philiber92,xtext-utils.distribution,https://github.com/philiber92/xtext-utils.distribution,0,0,0,Experimental/Personal,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
phaldan,htwg-cform-xtext,https://github.com/phaldan/htwg-cform-xtext,0,1,22,Training/Examples,,,YES,1,15,16,72.73,132,36,NO,0,0,grammar-driven,YES,1,1,NO,0,0,
itemis,xtext-example-conplan,https://github.com/itemis/xtext-example-conplan,0,0,0,Training/Examples,,,YES,1,1,0,0,0,0,NO,0,0,grammar-driven,YES,1,1,NO,0,0,
LorenzoBettini,Xtext-Buckminster-Example,https://github.com/LorenzoBettini/Xtext-Buckminster-Example,1,0,173,Training/Examples,,,YES,1,2,0,0,1,0,YES,1,2,metamodel-driven,YES,1,3,NO,0,0,
LorenzoBettini,xtextcon-typesystem-example,https://github.com/LorenzoBettini/xtextcon-typesystem-example,0,0,138,Training/Examples,,,YES,1,1,0,0,0,0,NO,0,0,grammar-driven,YES,1,1,NO,0,0,
dhuebner,org.xtext.example.tycho,https://github.com/dhuebner/org.xtext.example.tycho,0,1,10,Experimental/Personal,,,YES,3,1,1,10,0,0,YES,2,1,metamodel-driven,YES,5,1,NO,0,0,
agentlab,eclipse-orbit_xtext-web,https://github.com/agentlab/eclipse-orbit_xtext-web,0,1,94,Infrastructure,,,YES,2,1,50,53.19,0,0,YES,2,1,grammar-driven,YES,2,1,NO,0,0,
Tutti91,xtext_language_bla,https://github.com/Tutti91/xtext_language_bla,0,0,0,Experimental/Personal,,,YES,1,1,0,0,0,0,YES,1,1,grammar-driven,YES,1,1,NO,0,0,
LeonoraG,xtext-req-editor,https://github.com/LeonoraG/xtext-req-editor,0,0,0,Experimental/Personal,,,YES,2,1,0,0,0,0,YES,1,1,grammar-driven,YES,2,1,NO,0,0,
xarvey,atom-xtext-autocomplete,https://github.com/xarvey/atom-xtext-autocomplete,0,0,0,Unrelated,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
franzbecker,xtext-formatter-problem,https://github.com/franzbecker/xtext-formatter-problem,0,0,0,Experimental/Personal,,,YES,1,1,0,0,0,0,NO,0,0,grammar-driven,YES,1,1,NO,0,0,
ftrifin,xtext-utils.distribution,https://github.com/ftrifin/xtext-utils.distribution,0,0,0,Experimental/Personal,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
Fritzi,XText_TeSSLa,https://github.com/Fritzi/XText_TeSSLa,0,0,11,Experimental/Personal,,,YES,2,4,7,63.64,-13,-2,YES,1,4,grammar-driven,YES,2,1,NO,0,0,
madasar,booster2-xtext,https://github.com/madasar/booster2-xtext,0,0,30,Experimental/Personal,,,YES,1,3,4,13.33,-14,-3,NO,0,0,grammar-driven,YES,1,3,NO,0,0,
TypeFox,xtext-splitted-repo,https://github.com/TypeFox/xtext-splitted-repo,0,0,2957,Experimental/Personal,,,YES,137,1,0,0,0,0,YES,27,1,Both,YES,51,1,NO,0,0,
zrrk,xtext-utils.uml,https://github.com/zrrk/xtext-utils.uml,0,0,159,Experimental/Personal,,,YES,1,1,0,0,0,0,NO,0,0,grammar-driven,YES,2,1,YES,1,1,
zrrk,xtext-utils.xtend,https://github.com/zrrk/xtext-utils.xtend,0,0,0,Experimental/Personal,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
ftrifin,xtext-forms-integration,https://github.com/ftrifin/xtext-forms-integration,0,0,44,Experimental/Personal,,,YES,2,1,0,0,0,0,YES,3,1,metamodel-driven,YES,2,1,NO,0,0,
JanKoehnlein,fxdiagram-xtext-examples,https://github.com/JanKoehnlein/fxdiagram-xtext-examples,0,0,0,Training/Examples,,,YES,3,1,0,0,0,0,YES,2,1,grammar-driven,YES,3,1,NO,0,0,
joergreichert,Cool,https://github.com/joergreichert/Cool,0,1,304,Language,Cool,YES,YES,1,4,12,3.95,-110,-20,YES,1,3,grammar-driven,YES,1,3,NO,0,0,
rju,xtext-typing-example,https://github.com/rju/xtext-typing-example,0,1,24,Training/Examples,,,YES,1,2,22,91.67,-5,-2,YES,2,2.5,metamodel-driven,YES,1,2,YES,1,1,
philiber92,xtext-utils.xtend,https://github.com/philiber92/xtext-utils.xtend,0,0,0,Experimental/Personal,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
Advanced-Model-Engineering-SS16,xtext-ocl-extensions,https://github.com/Advanced-Model-Engineering-SS16/xtext-ocl-extensions,0,0,0,Infrastructure,,,YES,2,1,0,0,0,0,YES,2,1,metamodel-driven,YES,4,1,YES,9,1,
zrrk,xtext-utils.distribution,https://github.com/zrrk/xtext-utils.distribution,0,0,0,Experimental/Personal,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
Johanvdberg,mcrl2.xtext,https://github.com/Johanvdberg/mcrl2.xtext,0,0,125,Experimental/Personal,,,YES,3,2,125,100,-0.33,0,YES,2,1.5,grammar-driven,YES,3,1.33,NO,0,0,
kryptonite22,rsbac.xtext.dsl,https://github.com/kryptonite22/rsbac.xtext.dsl,0,0,0,Experimental/Personal,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
tkleszczynski,jug-zgora-xtext,https://github.com/tkleszczynski/jug-zgora-xtext,1,0,0,Experimental/Personal,,,YES,1,1,0,0,0,0,YES,1,1,grammar-driven,YES,2,1,YES,1,1,
philiber92,xtext-utils.devenv,https://github.com/philiber92/xtext-utils.devenv,0,0,0,Experimental/Personal,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
jeffmaury,devoxx2012-xtext,https://github.com/jeffmaury/devoxx2012-xtext,0,1,0,Training/Examples,,,YES,3,1,0,0,0,0,YES,2,1,metamodel-driven,YES,3,1,YES,3,1,
YonedaMasashi,xText_Practice,https://github.com/YonedaMasashi/xText_Practice,0,0,0,Experimental/Personal,,,YES,1,1,0,0,0,0,YES,1,1,grammar-driven,YES,1,1,YES,1,1,
jackqq,xTextEdit,https://github.com/jackqq/xTextEdit,0,0,0,Unrelated,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
ftrifin,xtext-utils.unittesting,https://github.com/ftrifin/xtext-utils.unittesting,0,0,0,Experimental/Personal,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
lgcardeas,xtext-forms-integration,https://github.com/lgcardeas/xtext-forms-integration,0,0,44,Experimental/Personal,,,YES,2,1,0,0,0,0,YES,3,1,metamodel-driven,YES,2,1,NO,0,0,
vrichard12,xtext-forms-integration,https://github.com/vrichard12/xtext-forms-integration,0,0,44,Experimental/Personal,,,YES,2,1,0,0,0,0,YES,3,1,metamodel-driven,YES,2,1,NO,0,0,
itemis,xtext-monaco-example,https://github.com/itemis/xtext-monaco-example,0,0,0,Training/Examples,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
pabu90,xtext-ci-test,https://github.com/pabu90/xtext-ci-test,0,0,1195,Training/Examples,,,YES,1,1,0,0,0,0,NO,0,0,grammar-driven,YES,1,4,YES,2,1,
kukulkan-project,kukulkan-language-server,https://github.com/kukulkan-project/kukulkan-language-server,0,0,309,Language,Domain Modeling,,YES,1,9,178,57.61,-56,10,YES,1,7,grammar-driven,YES,1,4,NO,0,0,
zrrk,xtext-utils.unittesting,https://github.com/zrrk/xtext-utils.unittesting,0,0,406,Experimental/Personal,,,YES,1,2,320,78.82,-3,-1,YES,1,2,metamodel-driven,YES,1,2,YES,3,1,
LorenzoBettini,xtext-index-experiments,https://github.com/LorenzoBettini/xtext-index-experiments,0,0,4,Experimental/Personal,,,YES,1,3,3,75,6,2,YES,1,3,metamodel-driven,YES,1,2,YES,2,1.5,
ftrifin,xtext-utils.devenv,https://github.com/ftrifin/xtext-utils.devenv,0,0,0,Experimental/Personal,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
inteldict,xtext-gradle-demo,https://github.com/inteldict/xtext-gradle-demo,0,0,0,Training/Examples,,,YES,2,1.5,0,0,0,0,NO,0,0,grammar-driven,YES,2,2,NO,0,0,
cdietrich,xtext-multi-dsl,https://github.com/cdietrich/xtext-multi-dsl,0,1,1,Experimental/Personal,,,YES,3,3,1,100,3.67,0.67,YES,1,1,metamodel-driven,YES,1,9,NO,0,0,
Huluvu424242,rezept-dsl.xtext,https://github.com/Huluvu424242/rezept-dsl.xtext,1,0,322,Language,Recipe,,YES,1,4,304,94.41,1,0,YES,1,4,grammar-driven,YES,1,1,NO,0,0,
lunifera,lunifera-xtext-runtimebuilder,https://github.com/lunifera/lunifera-xtext-runtimebuilder,1,0,295,Infrastructure,,,YES,2,1,10,3.39,0,0,YES,1,1,grammar-driven,YES,1,3,YES,1,1,
sikessle,xtext-forms-integration,https://github.com/sikessle/xtext-forms-integration,0,0,44,Experimental/Personal,,,YES,2,1,0,0,0,0,YES,3,1,metamodel-driven,YES,2,1,NO,0,0,
priya0311,xtext-forms-integration,https://github.com/priya0311/xtext-forms-integration,1,0,44,Experimental/Personal,,,YES,2,1,0,0,0,0,YES,3,1,metamodel-driven,YES,2,1,NO,0,0,
philiber92,xtext-utils.uml,https://github.com/philiber92/xtext-utils.uml,0,0,0,Experimental/Personal,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
talalong,dbFactoryXtext,https://github.com/talalong/dbFactoryXtext,0,0,24,Experimental/Personal,,,YES,2,10,24,100,61,16,NO,0,0,grammar-driven,YES,2,4,NO,0,0,
stackoverflowmailer,lwc13-xtext,https://github.com/stackoverflowmailer/lwc13-xtext,0,0,75,Experimental/Personal,,,YES,2,7.5,59,78.67,34.5,5.5,NO,0,0,grammar-driven,YES,3,1,YES,6,4.17,
willy2706,if4150-xtext,https://github.com/willy2706/if4150-xtext,0,0,3,Experimental/Personal,,,YES,1,5,3,100,85,12,NO,0,0,grammar-driven,YES,1,1,YES,1,1,
wwu-pi,acse-xtext-validation,https://github.com/wwu-pi/acse-xtext-validation,0,0,0,Training/Examples,,,YES,2,1,0,0,0,0,YES,1,1,grammar-driven,YES,2,1,YES,1,1,
ProgrammableDrones,xTextLanguage,https://github.com/ProgrammableDrones/xTextLanguage,1,1,62,Experimental/Personal,,,YES,1,5,58,93.55,19,6,NO,0,0,grammar-driven,YES,1,1,NO,0,0,
raynair,webml,https://github.com/raynair/webml,0,1,325,Language,Web page,,YES,1,1,0,0,0,0,YES,1,2,metamodel-driven,YES,1,1,NO,0,0,
wwu-pi,acse-xtext-gui,https://github.com/wwu-pi/acse-xtext-gui,0,0,395,Training/Examples,,,YES,1,1,0,0,0,0,YES,1,1,grammar-driven,YES,1,1,YES,1,1,
peterssas,xtext-gradle-problem,https://github.com/peterssas/xtext-gradle-problem,0,0,40,Experimental/Personal,,,YES,1,1,0,0,0,0,YES,1,1,grammar-driven,YES,1,1,YES,1,2,
zhoumin03,xtext-forms-integration,https://github.com/zhoumin03/xtext-forms-integration,0,0,44,Experimental/Personal,,,YES,2,1,0,0,0,0,YES,3,1,metamodel-driven,YES,2,1,NO,0,0,
gcubar,CodeXcessXtext,https://github.com/gcubar/CodeXcessXtext,0,1,8,Infrastructure,,,YES,1,8,8,100,177,13,NO,0,0,grammar-driven,YES,1,2,YES,3,2.67,
cdietrich,xtext-ecore-xcore,https://github.com/cdietrich/xtext-ecore-xcore,1,0,53,Experimental/Personal,,,YES,2,1,0,0,0,0,YES,1,1,metamodel-driven,YES,3,1,NO,0,0,
